# Battlezone PSP golden tank traces from HoverTank::drive 0x954a0 run under emulation.
# state fields: right3 up3 at3 pos3 vel3 omega3 probeT4 probeIndex airborne tooSteep steerHold steerDir maxFwdSpeed nitroMeter nitroMult nitroDuration nitroEngaged nitroForced nitroOverspeedTimer lastFwdSpeed slowed slowFactor dead
# line: scenario tick dt steer throttle strafe boost ground | pre... | post...
idle_medium 1 34 0.03333333333333333 0 0 0 0 0:0 | 0.999999881 -0.000474926142 8.67580241e-07 0.000474925997 0.999999881 0.000148749721 -9.38225241e-07 -0.000148749299 1 -0.00078933395 7.19702864 0.00256459368 3.58976358e-05 -0.0160319805 0.00138533162 -0.00576312374 0 -0.00453990279 0.720666766 0.719752908 0.725632727 0.722593248 2 0 0 0 0 68 1 1 1 0 0 0 0.00104994245 0 1 0 | 0.999999881 -0.000474926142 8.67580241e-07 0.000474925997 0.999999881 0.000148749721 -9.38225241e-07 -0.000148749299 1 -0.00078933395 7.19702864 0.00256459368 0.000128009342 1.23274755 0.00132036128 -0.00749976328 0 0.00119107589 0.720666766 0.719752908 0.719637632 0.722593248 3 0 0 0 0 68 1 1 1 0 0 0 0.00113699085 0 1 0
idle_medium 1 35 0.03333333333333333 0 0 0 0 0:0 | 0.999999881 -0.000435223366 9.81345352e-07 0.000435223483 0.999999881 -0.000101242353 -9.37282152e-07 0.000101242775 1 -0.000785066979 7.20478678 0.00260860566 0.000128009342 0.232747555 0.00132036128 -0.00749976328 0 0.00119107589 0.720666766 0.719752908 0.719637632 0.722593248 3 0 0 0 0 68 1 1 1 0 0 0 0.00113699085 0 1 0 | 0.999999881 -0.000435223366 9.81345352e-07 0.000435223483 0.999999881 -0.000101242353 -9.37282152e-07 0.000101242775 1 -0.000785066979 7.20478678 0.00260860566 0.000202109746 1.4448607 0.00124111283 -0.0044951262 0 0.000911721028 0.720666766 0.719752908 0.719637632 0.720545471 0 0 0 0 0 68 1 1 1 0 0 0 0.00138739438 0 1 0
idle_medium 1 36 0.03333333333333333 0 0 0 0 0:0 | 0.99999994 -0.000404832535 1.04428125e-06 0.000404832797 0.999999881 -0.00025107988 -9.42635836e-07 0.000251080288 0.99999994 -0.000778329966 7.21961546 0.00264997617 0.000202109746 0.444860697 0.00124111283 -0.0044951262 0 0.000911721028 0.720666766 0.719752908 0.719637632 0.720545471 0 0 0 0 0 68 1 1 1 0 0 0 0.00138739438 0 1 0 | 0.99999994 -0.000404832535 1.04428125e-06 0.000404832797 0.999999881 -0.00025107988 -9.42635836e-07 0.000251080288 0.99999994 -0.000778329966 7.21961546 0.00264997617 0.000261463603 1.61892295 0.00115963363 7.8375866e-05 0 -0.00180958898 0.721930802 0.719752908 0.719637632 0.720545471 1 0 0 0 0 68 1 1 1 0 0 0 0.00156611297 0 1 0
idle_medium 1 37 0.03333333333333333 0 0 0 0 0:0 | 0.999999881 -0.000465152174 1.04314483e-06 0.000465152436 0.999999881 -0.000248467375 -9.27569602e-07 0.000248467812 0.99999994 -0.000769614533 7.2402463 0.00268863072 0.000261463603 0.618922949 0.00115963363 7.8375866e-05 0 -0.00180958898 0.721930802 0.719752908 0.719637632 0.720545471 1 0 0 0 0 68 1 1 1 0 0 0 0.00156611297 0 1 0 | 0.999999881 -0.000465152174 1.04314483e-06 0.000465152436 0.999999881 -0.000248467375 -9.27569602e-07 0.000248467812 0.99999994 -0.000769614533 7.2402463 0.00268863072 0.000326592068 1.74964738 0.00108530128 0.0119274938 0 0.0051949122 0.721930802 0.724167347 0.719637632 0.720545471 2 0 0 0 0 68 1 1 1 0 0 0 0.00152003195 0 1 0
idle_medium 1 38 0.03333333333333333 0 0 0 0 0:0 | 0.99999994 -0.000291988836 8.92631647e-07 0.00029198869 0.99999994 0.000149115731 -9.36171716e-07 -0.000149115469 1 -0.000758728129 7.26523447 0.00272480748 0.000326592068 0.749647379 0.00108530128 0.0119274938 0 0.0051949122 0.721930802 0.724167347 0.719637632 0.720545471 2 0 0 0 0 68 1 1 1 0 0 0 0.00152003195 0 1 0 | 0.99999994 -0.000291988836 8.92631647e-07 0.00029198869 0.99999994 0.000149115731 -9.36171716e-07 -0.000149115469 1 -0.000758728129 7.26523447 0.00272480748 0.000345488777 1.84085166 0.00103049574 0.00609248457 0 -0.0038034278 0.721930802 0.724167347 0.726494908 0.720545471 3 0 0 0 0 68 1 1 1 0 0 0 0.000755995978 0 1 0
idle_medium 1 39 0.03333333333333333 0 0 0 0 0:0 | 0.99999994 -0.000418769923 8.20460173e-07 0.000418769603 0.999999821 0.00035219852 -9.679502e-07 -0.000352198171 0.99999994 -0.00074721186 7.29326296 0.00275915745 0.000345488777 0.840851665 0.00103049574 0.00609248457 0 -0.0038034278 0.721930802 0.724167347 0.726494908 0.720545471 3 0 0 0 0 68 1 1 1 0 0 0 0.000755995978 0 1 0 | 0.99999994 -0.000418769923 8.20460173e-07 0.000418769603 0.999999821 0.00035219852 -9.679502e-07 -0.000352198171 0.99999994 -0.00074721186 7.29326296 0.00275915745 0.000388720277 1.88982427 0.00098338211 -0.015475478 0 0.00785302836 0.721930802 0.724167347 0.726494908 0.729480505 0 0 0 0 0 68 1 1 1 0 0 0 0.000317789032 0 1 0
idle_medium 1 40 0.03333333333333333 0 0 0 0 0:0 | 1 -0.000157001865 9.68965878e-07 0.000157002025 1 -0.000163650693 -9.43272426e-07 0.000163650839 1 -0.000734254543 7.32292366 0.00279193674 0.000388720277 0.889824271 0.00098338211 -0.015475478 0 0.00785302836 0.721930802 0.724167347 0.726494908 0.729480505 0 0 0 0 0 68 1 1 1 0 0 0 0.000317789032 0 1 0 | 1 -0.000157001865 9.68965878e-07 0.000157002025 1 -0.000163650693 -9.43272426e-07 0.000163650839 1 -0.000734254543 7.32292366 0.00279193674 0.000369194371 1.90326726 0.000925288245 -0.0094240671 0 -0.0047307699 0.732293725 0.724167347 0.726494908 0.729480505 1 0 0 0 0 68 1 1 1 0 0 0 0.00123675913 0 1 0
idle_medium 1 41 0.03333333333333333 0 0 0 0 0:0 | 0.99999994 -0.000314693869 1.04305411e-06 0.000314694335 0.999999821 -0.000477786234 -8.92697528e-07 0.000477786525 0.999999881 -0.000721948047 7.35303259 0.00282277958 0.000369194371 0.903267264 0.000925288245 -0.0094240671 0 -0.0047307699 0.732293725 0.724167347 0.726494908 0.729480505 1 0 0 0 0 68 1 1 1 0 0 0 0.00123675913 0 1 0 | 0.99999994 -0.000314693869 1.04305411e-06 0.000314694335 0.999999821 -0.000477786234 -8.92697528e-07 0.000477786525 0.999999881 -0.000721948047 7.35303259 0.00282277958 0.000384703977 1.88151884 0.000864091213 0.0165843051 0 0.00880783144 0.732293725 0.735461771 0.726494908 0.729480505 2 0 0 0 0 68 1 1 1 0 0 0 0.0017630551 0 1 0
idle_medium 1 42 0.03333333333333333 0 0 0 0 0:0 | 1 -2.11000443e-05 9.50238928e-07 2.10999733e-05 1 7.50239196e-05 -9.5182196e-07 -7.50238978e-05 1 -0.000709124608 7.38241673 0.0028515826 0.000384703977 0.881518841 0.000864091213 0.0165843051 0 0.00880783144 0.732293725 0.735461771 0.726494908 0.729480505 2 0 0 0 0 68 1 1 1 0 0 0 0.0017630551 0 1 0 | 1 -2.11000443e-05 9.50238928e-07 2.10999733e-05 1 7.50239196e-05 -9.5182196e-07 -7.50238978e-05 1 -0.000709124608 7.38241673 0.0028515826 0.000336565339 1.83268154 0.000818013272 0.0111969514 0 -0.00481589744 0.732293725 0.735461771 0.738252461 0.729480505 3 0 0 0 0 68 1 1 1 0 0 0 0.000680518046 0 1 0
idle_medium 1 43 0.03333333333333333 0 0 0 0 0:0 | 1 -0.000181630312 9.12406279e-07 0.000181629875 0.999999881 0.000448255625 -9.93822937e-07 -0.00044825545 0.999999881 -0.00069790578 7.41017294 0.00287884963 0.000336565339 0.832681537 0.000818013272 0.0111969514 0 -0.00481589744 0.732293725 0.735461771 0.738252461 0.729480505 3 0 0 0 0 68 1 1 1 0 0 0 0.000680518046 0 1 0 | 1 -0.000181630312 9.12406279e-07 0.000181629875 0.999999881 0.000448255625 -9.93822937e-07 -0.00044825545 0.999999881 -0.00069790578 7.41017294 0.00287884963 0.000326888956 1.75891268 0.000791656435 -0.0146401059 0 0.00828402676 0.732293725 0.735461771 0.738252461 0.741143286 0 0 0 0 0 68 1 1 1 0 0 0 3.21381935e-06 0 1 0
idle_medium 1 44 0.03333333333333333 0 0 0 0 0:0 | 1 9.45043794e-05 9.33665149e-07 -9.4504343e-05 1 -3.97478798e-05 -9.37421476e-07 3.97477925e-05 1 -0.00068700948 7.4354701 0.00290523819 0.000326888956 0.758912683 0.000791656435 -0.0146401059 0 0.00828402676 0.732293725 0.735461771 0.738252461 0.741143286 0 0 0 0 0 68 1 1 1 0 0 0 3.21381935e-06 0 1 0 | 1 9.45043794e-05 9.33665149e-07 -9.4504343e-05 1 -3.97478798e-05 -9.37421476e-07 3.97477925e-05 1 -0.00068700948 7.4354701 0.00290523819 0.000263984548 1.66792417 0.000747020647 -0.0105236834 0 -0.00426098704 0.743573844 0.735461771 0.738252461 0.741143286 1 0 0 0 0 68 1 1 1 0 0 0 0.000813316728 0 1 0
idle_medium 1 45 0.03333333333333333 0 0 0 0 0:0 | 1 -4.75281959e-05 9.25425752e-07 4.7528556e-05 0.99999994 -0.000390537316 -9.06864159e-07 0.000390537374 0.99999994 -0.000678209995 7.45773411 0.00293013896 0.000263984548 0.667924166 0.000747020647 -0.0105236834 0 -0.00426098704 0.743573844 0.735461771 0.738252461 0.741143286 1 0 0 0 0 68 1 1 1 0 0 0 0.000813316728 0 1 0 | 1 -4.75281959e-05 9.25425752e-07 4.7528556e-05 0.99999994 -0.000390537316 -9.06864159e-07 0.000390537374 0.99999994 -0.000678209995 7.45773411 0.00293013896 0.00023693066 1.56324482 0.000694829796 0.0116623994 0 0.0067556724 0.743573844 0.745860994 0.738252461 0.741143286 2 0 0 0 0 68 1 1 1 0 0 0 0.00130533508 0 1 0
idle_medium 1 46 0.03333333333333333 0 0 0 0 0:0 | 1 0.00017766052 9.50719993e-07 -0.00017766052 1 -1.79068911e-06 -9.51038146e-07 1.79052029e-06 1 -0.000670312322 7.47650909 0.00295330002 0.00023693066 0.56324482 0.000694829796 0.0116623994 0 0.0067556724 0.743573844 0.745860994 0.738252461 0.741143286 2 0 0 0 0 68 1 1 1 0 0 0 0.00130533508 0 1 0 | 1 0.00017766052 9.50719993e-07 -0.00017766052 1 -1.79068911e-06 -9.51038146e-07 1.79052029e-06 1 -0.000670312322 7.47650909 0.00295330002 0.000172172397 1.45120609 0.000656453485 0.0089517599 0 -0.00335289515 0.743573844 0.745860994 0.747686088 0.741143286 3 0 0 0 0 68 1 1 1 0 0 0 0.000659051759 0 1 0
idle_medium 1 47 0.03333333333333333 0 0 0 0 0:0 | 1 6.58970603e-05 9.87057888e-07 -6.58973513e-05 0.99999994 0.000296601298 -9.67512619e-07 -0.000296601356 0.99999994 -0.000664573221 7.49154949 0.00297518191 0.000172172397 0.451206088 0.000656453485 0.0089517599 0 -0.00335289515 0.743573844 0.745860994 0.747686088 0.741143286 3 0 0 0 0 68 1 1 1 0 0 0 0.000659051759 0 1 0 | 1 6.58970603e-05 9.87057888e-07 -6.58973513e-05 0.99999994 0.000296601298 -9.67512619e-07 -0.000296601356 0.99999994 -0.000664573221 7.49154949 0.00297518191 0.000137009672 1.33583689 0.000631418603 -0.00766710704 0 0.00466449512 0.743573844 0.745860994 0.747686088 0.749201119 0 0 0 0 0 68 1 1 1 0 0 0 0.000235207393 0 1 0
idle_medium 1 48 0.03333333333333333 0 0 0 0 0:0 | 1 0.000221380484 9.50348067e-07 -0.000221380513 1 4.10310677e-05 -9.41264545e-07 -4.10312787e-05 1 -0.000660006248 7.5027442 0.0029962291 0.000137009672 0.335836887 0.000631418603 -0.00766710704 0 0.00466449512 0.743573844 0.745860994 0.747686088 0.749201119 0 0 0 0 0 68 1 1 1 0 0 0 0.000235207393 0 1 0 | 1 0.000221380484 9.50348067e-07 -0.000221380513 1 4.10310677e-05 -9.41264545e-07 -4.10312787e-05 1 -0.000660006248 7.5027442 0.0029962291 8.01554488e-05 1.22163653 0.000598363462 -0.0064468584 0 -0.00226036063 0.750310481 0.745860994 0.747686088 0.749201119 1 0 0 0 0 68 1 1 1 0 0 0 0.000548238051 0 1 0
idle_medium 1 49 0.03333333333333333 0 0 0 0 0:0 | 1 0.000146035309 9.10870085e-07 -0.000146035149 1 -0.000173864202 -9.36260392e-07 0.000173864071 1 -0.0006573344 7.51013231 0.00301617454 8.01554488e-05 0.221636534 0.000598363462 -0.0064468584 0 -0.00226036063 0.750310481 0.745860994 0.747686088 0.749201119 1 0 0 0 0 68 1 1 1 0 0 0 0.000548238051 0 1 0 | 1 0.000146035309 9.10870085e-07 -0.000146035149 1 -0.000173864202 -9.36260392e-07 0.000173864071 1 -0.0006573344 7.51013231 0.00301617454 4.46779595e-05 1.11252475 0.000556923333 0.00373391574 0 0.00244895509 0.750310481 0.751018822 0.747686088 0.749201119 2 0 0 0 0 68 1 1 1 0 0 0 0.000750351348 0 1 0
idle_medium 1 50 0.03333333333333333 0 0 0 0 0:0 | 1 0.000227667028 9.34126319e-07 -0.000227666984 1 -4.94003471e-05 -9.45373131e-07 4.9400136e-05 1 -0.000655845157 7.51388311 0.00303473859 4.46779595e-05 0.112524748 0.000556923333 0.00373391574 0 0.00244895509 0.750310481 0.751018822 0.747686088 0.749201119 2 0 0 0 0 68 1 1 1 0 0 0 0.000750351348 0 1 0 | 1 0.000227667028 9.34126319e-07 -0.000227666984 1 -4.94003471e-05 -9.45373131e-07 4.9400136e-05 1 -0.000655845157 7.51388311 0.00303473859 1.17853051e-06 1.01099586 0.000523544848 0.00377179077 0 -0.0011481042 0.750310481 0.751018822 0.751423955 0.749201119 3 0 0 0 0 68 1 1 1 0 0 0 0.000573488185 0 1 0
idle_medium 1 51 0.03333333333333333 0 0 0 0 0:0 | 1 0.000189396771 9.60344323e-07 -0.000189396844 1 7.63260032e-05 -9.4588836e-07 -7.63261851e-05 1 -0.000655805867 7.5142498 0.00305219018 1.17853051e-06 0.0109958649 0.000523544848 0.00377179077 0 -0.0011481042 0.750310481 0.751018822 0.751423955 0.749201119 3 0 0 0 0 68 1 1 1 0 0 0 0.000573488185 0 1 0 | 1 0.000189396771 9.60344323e-07 -0.000189396844 1 7.63260032e-05 -9.4588836e-07 -7.63261851e-05 1 -0.000655805867 7.5142498 0.00305219018 -2.95319005e-05 0.920493126 0.000499190239 -0.000181414274 0 0.000406344247 0.750310481 0.751018822 0.751423955 0.751402378 0 0 0 0 0 68 1 1 1 0 0 0 0.000428932544 0 1 0
idle_medium 1 52 0.03333333333333333 0 0 0 0 0:0 | 1 0.000202941577 9.59158001e-07 -0.00020294165 1 7.02788602e-05 -9.44895476e-07 -7.02790567e-05 1 -0.000656790275 7.51159954 0.00306882989 -2.95319005e-05 -0.0795068741 0.000499190239 -0.000181414274 0 0.000406344247 0.750310481 0.751018822 0.751423955 0.751402378 0 0 0 0 0 68 1 1 1 0 0 0 0.000428932544 0 1 0 | 1 0.000202941577 9.59158001e-07 -0.00020294165 1 7.02788602e-05 -9.44895476e-07 -7.02790567e-05 1 -0.000656790275 7.51159954 0.00306882989 -5.77473111e-05 0.841777563 0.000476154644 -0.00124947296 0 -0.000126976127 0.75118649 0.751018822 0.751423955 0.751402378 1 0 0 0 0 68 1 1 1 0 0 0 0.000416995375 0 1 0
idle_medium 1 53 0.03333333333333333 0 0 0 0 0:0 | 1 0.00019870908 9.50793833e-07 -0.000198709109 1 2.86297654e-05 -9.45104773e-07 -2.86299546e-05 1 -0.000658715202 7.50632524 0.00308470172 -5.77473111e-05 -0.158222437 0.000476154644 -0.00124947296 0 -0.000126976127 0.75118649 0.751018822 0.751423955 0.751402378 1 0 0 0 0 68 1 1 1 0 0 0 0.000416995375 0 1 0 | 1 0.00019870908 9.50793833e-07 -0.000198709109 1 2.86297654e-05 -9.45104773e-07 -2.86299546e-05 1 -0.000658715202 7.50632524 0.00308470172 -8.11299615e-05 0.77742362 0.00045185053 -0.00272065564 0 -0.00125279406 0.75118649 0.750587046 0.751423955 0.751402378 2 0 0 0 0 68 1 1 1 0 0 0 0.000429592998 0 1 0
idle_medium 1 54 0.03333333333333333 0 0 0 0 0:0 | 1 0.000156949362 9.3466673e-07 -0.000156949303 1 -6.20587525e-05 -9.44406793e-07 6.2058607e-05 1 -0.00066141953 7.49890614 0.0030997633 -8.11299615e-05 -0.22257638 0.00045185053 -0.00272065564 0 -0.00125279406 0.75118649 0.750587046 0.751423955 0.751402378 2 0 0 0 0 68 1 1 1 0 0 0 0.000429592998 0 1 0 | 1 0.000156949362 9.3466673e-07 -0.000156949303 1 -6.20587525e-05 -9.44406793e-07 6.2058607e-05 1 -0.00066141953 7.49890614 0.0030997633 -9.45917418e-05 0.726697683 0.000422470534 -0.00096713542 0 0.000716485665 0.75118649 0.750587046 0.74990958 0.751402378 3 0 0 0 0 68 1 1 1 0 0 0 0.000467568461 0 1 0
idle_medium 1 55 0.03333333333333333 0 0 0 0 0:0 | 1 0.000180832241 9.2922204e-07 -0.000180832154 1 -9.42965999e-05 -9.46273872e-07 9.42964325e-05 1 -0.000664572581 7.48979616 0.0031138456 -9.45917418e-05 -0.273302317 0.000422470534 -0.00096713542 0 0.000716485665 0.75118649 0.750587046 0.74990958 0.751402378 3 0 0 0 0 68 1 1 1 0 0 0 0.000467568461 0 1 0 | 1 0.000180832241 9.2922204e-07 -0.000180832154 1 -9.42965999e-05 -9.46273872e-07 9.42964325e-05 1 -0.000664572581 7.48979616 0.0031138456 -0.0001099082 0.691256404 0.000392102374 0.00465013692 0 -0.00241643121 0.75118649 0.750587046 0.74990958 0.748924613 0 0 0 0 0 68 1 1 1 0 0 0 0.000457285496 0 1 0
idle_medium 1 56 0.03333333333333333 0 0 0 0 0:0 | 1 0.000100284386 9.51009213e-07 -0.000100284444 1 6.07079601e-05 -9.44921112e-07 -6.07080547e-05 1 -0.000668236171 7.47950459 0.00312691578 -0.0001099082 -0.308743596 0.000392102374 0.00465013692 0 -0.00241643121 0.75118649 0.750587046 0.74990958 0.748924613 0 0 0 0 0 68 1 1 1 0 0 0 0.000457285496 0 1 0 | 1 0.000100284386 9.51009213e-07 -0.000100284444 1 6.07079601e-05 -9.44921112e-07 -6.07080547e-05 1 -0.000668236171 7.47950459 0.00312691578 -0.000110588946 0.669322252 0.000375169824 0.00255241361 0 0.00131544075 0.747958362 0.750587046 0.74990958 0.748924613 1 0 0 0 0 68 1 1 1 0 0 0 0.000334536686 0 1 0
idle_medium 1 57 0.03333333333333333 0 0 0 0 0:0 | 1 0.000144132326 9.61406727e-07 -0.000144132471 1 0.000145788406 -9.40393875e-07 -0.000145788552 1 -0.000671922462 7.46848202 0.00313942134 -0.000110588946 -0.330677748 0.000375169824 0.00255241361 0 0.00131544075 0.747958362 0.750587046 0.74990958 0.748924613 1 0 0 0 0 68 1 1 1 0 0 0 0.000334536686 0 1 0 | 1 0.000144132326 9.61406727e-07 -0.000144132471 1 0.000145788406 -9.40393875e-07 -0.000145788552 1 -0.000671922462 7.46848202 0.00313942134 -0.000118154676 0.661540389 0.000365992339 -0.00571314292 0 -0.00305147399 0.747958362 0.74679023 0.74990958 0.748924613 2 0 0 0 0 68 1 1 1 0 0 0 0.000269547425 0 1 0
idle_medium 1 58 0.03333333333333333 0 0 0 0 0:0 | 1 4.24167119e-05 9.4364367e-07 -4.24166683e-05 1 -4.46496815e-05 -9.45537579e-07 4.46496415e-05 1 -0.000675860967 7.45720005 0.0031516212 -0.000118154676 -0.338459611 0.000365992339 -0.00571314292 0 -0.00305147399 0.747958362 0.74679023 0.74990958 0.748924613 2 0 0 0 0 68 1 1 1 0 0 0 0.000269547425 0 1 0 | 1 4.24167119e-05 9.4364367e-07 -4.24166683e-05 1 -4.46496815e-05 -9.45537579e-07 4.46496415e-05 1 -0.000675860967 7.45720005 0.0031516212 -0.000108757362 0.665465832 0.000342241954 -0.00359042711 0 0.00164403417 0.747958362 0.74679023 0.745719552 0.748924613 3 0 0 0 0 68 1 1 1 0 0 0 0.000371954869 0 1 0
idle_medium 1 59 0.03333333333333333 0 0 0 0 0:0 | 1 9.72179623e-05 9.35287858e-07 -9.72178095e-05 1 -0.000164330588 -9.51263758e-07 0.000164330486 1 -0.000679486198 7.44604874 0.00316302921 -0.000108757362 -0.334534168 0.000342241954 -0.00359042711 0 0.00164403417 0.747958362 0.74679023 0.745719552 0.748924613 3 0 0 0 0 68 1 1 1 0 0 0 0.000371954869 0 1 0 | 1 9.72179623e-05 9.35287858e-07 -9.72178095e-05 1 -0.000164330588 -9.51263758e-07 0.000164330486 1 -0.000679486198 7.44604874 0.00316302921 -0.000109478678 0.68088305 0.000310178788 0.00579973962 0 -0.00318142632 0.747958362 0.74679023 0.745719552 0.744552553 0 0 0 0 0 68 1 1 1 0 0 0 0.000422068726 0 1 0
idle_medium 1 60 0.03333333333333333 0 0 0 0 0:0 | 1 -8.82976292e-06 9.43831708e-07 8.82973563e-06 1 2.89940781e-05 -9.44087674e-07 -2.8994069e-05 1 -0.000683135469 7.43541145 0.00317336852 -0.000109478678 -0.31911695 0.000310178788 0.00579973962 0 -0.00318142632 0.747958362 0.74679023 0.745719552 0.744552553 0 0 0 0 0 68 1 1 1 0 0 0 0.000422068726 0 1 0 | 1 -8.82976292e-06 9.43831708e-07 8.82973563e-06 1 2.89940781e-05 -9.44087674e-07 -2.8994069e-05 1 -0.000683135469 7.43541145 0.00317336852 -9.31212417e-05 0.705102801 0.000295392121 0.00393572869 0 0.00169991609 0.743533552 0.74679023 0.745719552 0.744552553 1 0 0 0 0 68 1 1 1 0 0 0 0.000274948397 0 1 0
idle_medium 1 61 0.03333333333333333 0 0 0 0 0:0 | 1 4.78339825e-05 9.46390173e-07 -4.78341353e-05 1 0.000160185038 -9.38727851e-07 -0.000160185082 1 -0.000686239509 7.42558146 0.00318321493 -9.31212417e-05 -0.294897199 0.000295392121 0.00393572869 0 0.00169991609 0.743533552 0.74679023 0.745719552 0.744552553 1 0 0 0 0 68 1 1 1 0 0 0 0.000274948397 0 1 0 | 1 4.78339825e-05 9.46390173e-07 -4.78341353e-05 1 0.000160185038 -9.38727851e-07 -0.000160185082 1 -0.000686239509 7.42558146 0.00318321493 -8.82616368e-05 0.737208009 0.000291794713 -0.00517057767 0 -0.00288740569 0.743533552 0.742516577 0.745719552 0.744552553 2 0 0 0 0 68 1 1 1 0 0 0 0.000173705077 0 1 0
idle_medium 1 62 0.03333333333333333 0 0 0 0 0:0 | 1 -4.84127086e-05 9.46440025e-07 4.84127195e-05 1 -1.21675539e-05 -9.45850957e-07 1.21675994e-05 1 -0.000689181557 7.41682196 0.00319294143 -8.82616368e-05 -0.262791991 0.000291794713 -0.00517057767 0 -0.00288740569 0.743533552 0.742516577 0.745719552 0.744552553 2 0 0 0 0 68 1 1 1 0 0 0 0.000173705077 0 1 0 | 1 -4.84127086e-05 9.46440025e-07 4.84127195e-05 1 -1.21675539e-05 -9.45850957e-07 1.21675994e-05 1 -0.000689181557 7.41682196 0.00319294143 -6.81909296e-05 0.774636626 0.000274753897 -0.00374818826 0 0.00152506283 0.743533552 0.742516577 0.741670072 0.744552553 3 0 0 0 0 68 1 1 1 0 0 0 0.000284179434 0 1 0
idle_medium 1 63 0.03333333333333333 0 0 0 0 0:0 | 1 2.42283841e-06 9.49313005e-07 -2.42270812e-06 1 -0.000137107156 -9.49645198e-07 0.000137107156 1 -0.000691454567 7.40930986 0.00320209982 -6.81909296e-05 -0.225363374 0.000274753897 -0.00374818826 0 0.00152506283 0.743533552 0.742516577 0.741670072 0.744552553 3 0 0 0 0 68 1 1 1 0 0 0 0.000284179434 0 1 0 | 1 2.42283841e-06 9.49313005e-07 -2.42270812e-06 1 -0.000137107156 -9.49645198e-07 0.000137107156 1 -0.000691454567 7.40930986 0.00320209982 -5.92995057e-05 0.816025257 0.000249117002 0.00396940345 0 -0.00228066719 0.743533552 0.742516577 0.741670072 0.74090308 0 0 0 0 0 68 1 1 1 0 0 0 0.000360999955 0 1 0
idle_medium 1 64 0.03333333333333333 0 0 0 0 0:0 | 1 -7.35995272e-05 9.4460421e-07 7.35995345e-05 1 -4.79370919e-06 -9.44251383e-07 4.79377832e-06 1 -0.000693431241 7.40317726 0.00321040372 -5.92995057e-05 -0.183974743 0.000249117002 0.00396940345 0 -0.00228066719 0.743533552 0.742516577 0.741670072 0.74090308 0 0 0 0 0 68 1 1 1 0 0 0 0.000360999955 0 1 0 | 1 -7.35995272e-05 9.4460421e-07 7.35995345e-05 1 -4.79370919e-06 -9.44251383e-07 4.79377832e-06 1 -0.000693431241 7.40317726 0.00321040372 -3.86889296e-05 0.859230042 0.000235021114 0.00309869857 0 0.00118121272 0.740303934 0.742516577 0.741670072 0.74090308 1 0 0 0 0 68 1 1 1 0 0 0 0.000239140107 0 1 0
idle_medium 1 65 0.03333333333333333 0 0 0 0 0:0 | 1 -3.42258681e-05 9.39035544e-07 3.42257772e-05 1 9.84962462e-05 -9.424067e-07 -9.84962098e-05 1 -0.000694720889 7.39848471 0.00321823778 -3.86889296e-05 -0.140769958 0.000235021114 0.00309869857 0 0.00118121272 0.740303934 0.742516577 0.741670072 0.74090308 1 0 0 0 0 68 1 1 1 0 0 0 0.000239140107 0 1 0 | 1 -3.42258681e-05 9.39035544e-07 3.42257772e-05 1 9.84962462e-05 -9.424067e-07 -9.84962098e-05 1 -0.000694720889 7.39848471 0.00321823778 -2.75231505e-05 0.90270853 0.000229217738 -0.0024878534 0 -0.00149809255 0.740303934 0.73983562 0.741670072 0.74090308 2 0 0 0 0 68 1 1 1 0 0 0 0.000140304401 0 1 0
idle_medium 1 66 0.03333333333333333 0 0 0 0 0:0 | 1 -8.41622095e-05 9.43944428e-07 8.4162195e-05 1 1.55677953e-05 -9.45254669e-07 -1.55677153e-05 1 -0.0006956383 7.39524174 0.00322587835 -2.75231505e-05 -0.0972914696 0.000229217738 -0.0024878534 0 -0.00149809255 0.740303934 0.73983562 0.741670072 0.74090308 2 0 0 0 0 68 1 1 1 0 0 0 0.000140304401 0 1 0 | 1 -8.41622095e-05 9.43944428e-07 8.4162195e-05 1 1.55677953e-05 -9.45254669e-07 -1.55677153e-05 1 -0.0006956383 7.39524174 0.00322587835 -9.13981421e-06 0.944946885 0.000217676105 -0.00217058696 0 0.000747589977 0.740303934 0.73983562 0.739510417 0.74090308 3 0 0 0 0 68 1 1 1 0 0 0 0.000202965442 0 1 0
